,Titre,Entrées
1857,1 The Dark Knight Rises Warner Bros. France Bande-annonce,1 835 547
1858,3 Le Lorax Universal Pictures International France Bande-annonce,242 645
1859,7 Paris Manhattan SND,106 736
1860,8 Effraction Metropolitan FilmExport Bande-annonce,101 567
1861,6 Mains armées Mars Films Bande-annonce,184 765
1862,10 Piégée UGC Distribution Bande-annonce,92 437
1863,2 The Amazing Spider-Man Sony Pictures Releasing France Bande-annonce,1 083 208
1864,5 To Rome with Love Mars Films Bande-annonce,236 378
1865,1 L'Âge de glace : La dérive des continents Twentieth Century Fox France Bande-annonce,1 767 490
1866,2 Un Bonheur n'arrive jamais seul Pathé Bande-annonce,546 052
1867,6 La Part des Anges Le Pacte Bande-annonce,171 832
1868,7 Safe Wild Bunch Distribution Bande-annonce,141 043
1869,9 Starbuck Diaphana Distribution Bande-annonce,101 512
1870,3 The Dictator Paramount Pictures France Bande-annonce,411 656
1871,4 Adieu Berthe ou l'enterrement de mémé UGC Distribution Bande-annonce,265 725
1872,5 Ce qui vous attend si vous attendez un enfant Metropolitan FilmExport Bande-annonce,210 052
1873,9 The Raid SND Bande-annonce,117 503
1874,1 Blanche-Neige et le chasseur Universal Pictures International France Bande-annonce,706 260
1875,6 Bienvenue Parmi Nous StudioCanal Bande-annonce,100 361
1876,5 Le Grand soir Ad Vitam Bande-annonce,185 066
1877,6 21 Jump Street Sony Pictures Releasing France Bande-annonce,144 955
1878,9 Arrête de pleurer Pénélope SND Bande-annonce,96 020
1879,1 Prometheus Twentieth Century Fox France Bande-annonce,812 356
1880,10 Les Femmes du Bus 678 Pyramide Distribution Bande-annonce,61 176
1881,1 Men In Black III Sony Pictures Releasing France Bande-annonce,802 879
1882,6 Sur la route MK2 Diffusion Bande-annonce,150 754
1883,7 Cosmopolis Stone Angels Bande-annonce,134 570
1884,1 De rouille et d'os UGC Distribution Bande-annonce,651 578
1885,6 Moonrise Kingdom StudioCanal Bande-annonce,212 003
1886,7 Je te promets - The Vow Sony Pictures Releasing France Bande-annonce,153 285
1887,1 Dark Shadows Warner Bros. France Bande-annonce,676 890
1888,5 Street Dance 2 [3D] Metropolitan FilmExport Bande-annonce,141 968
1889,6 Maman Wild Bunch Distribution Le teaser,116 694
1890,7 Indian Palace Twentieth Century Fox France Bande-annonce,101 379
1891,2 American Pie 4 Universal Pictures International France Bande-annonce,829 241
1892,6 Dépression et des Potes StudioCanal Bande-annonce,183 898
1893,7 La Cabane dans les bois Metropolitan FilmExport Bande-annonce,154 872
1894,8 Margin Call ARP Sélection Bande-annonce,130 532
1895,9 Sans Issue SND Bande-annonce,94 055
1896,10 Barbara Pyramide Distribution Bande-annonce,85 620
1897,1 Avengers The Walt Disney Company France Bande-annonce,2 041 362
1898,2 Le Prénom Pathé Bande-annonce,1 086 313
1899,4 Les Vacances de Ducobu UGC Distribution Bande-annonce,532 593
1900,3 Lock Out EuropaCorp Distribution Bande-annonce,285 441
1901,4 Nouveau Départ Twentieth Century Fox France Bande-annonce,264 147
1902,2 Battleship Universal Pictures International France Bande-annonce,567 346
1903,4 Blanche Neige Metropolitan FilmExport Bande-annonce,310 673
1904,6 Radiostars Mars Films Bande-annonce,242 243
1905,8 Le Roi Lion Gaumont Buena Vista International (GBVI) Bande-annonce,210 904
1906,1 Sur la piste du Marsupilami Pathé Bande-annonce,1 728 270
1907,2 Titanic The Walt Disney Company France Bande-annonce,498 212
1908,7 [REC]³ Génesis Wild Side Films / Le Pacte Bande-annonce,190 352
1909,1 Mince alors ! UGC Distribution Bande-annonce,365 886
1910,2 La Colère des Titans Warner Bros. France Bande-annonce,363 480
1911,"6 Les Pirates ! Bons à rien, Mauvais en tout Sony Pictures Releasing France Bande-annonce",175 826
1912,7 2 Days In New York Rezo Films Le teaser,144 635
1913,10 Young Adult Paramount Pictures France Bande-annonce,84 715
1914,1 Hunger Games Metropolitan FilmExport Bande-annonce,509 426
1915,4 Target Twentieth Century Fox France Bande-annonce,186 074
1916,5 L'Oncle Charles Pathé Bande-annonce,183 648
1917,6 Les Adieux à la reine Ad Vitam Bande-annonce,165 380
1918,1 Cloclo StudioCanal Bande-annonce,1 006 479
1919,2 Projet X Warner Bros. France Bande-annonce,645 681
1920,5 La Dame en noir Metropolitan FilmExport Bande-annonce,272 453
1921,10 30° Couleur Mars Films Bande-annonce,104 794
1922,2 John Carter The Walt Disney Company France Bande-annonce,475 960
1923,4 Comme un Chef Gaumont Distribution Bande-annonce,171 863
1924,6 Nos plus belles vacances Pathé Bande-annonce,138 820
1925,8 A l'aveugle EuropaCorp Distribution Bande-annonce,129 632
1926,1 Les Infidèles Mars Films Bande-annonce,1 082 028
1927,8 Le Territoire des Loups Metropolitan FilmExport Bande-annonce,176 547
1928,10 Extrêmement fort et incroyablement près Warner Bros. France Bande-annonce,134 454
1929,1 Chronicle Twentieth Century Fox France Bande-annonce,458 842
1930,5 Sécurité rapprochée Universal Pictures International France Bande-annonce,326 572
1931,6 Cheval de guerre The Walt Disney Company France Bande-annonce,320 448
1932,8 Devil Inside Paramount Pictures France Bande-annonce,224 167
1933,2 Voyage au centre de la Terre 2 : L'île mystérieuse Warner Bros. France Bande-annonce,433 785
1934,5 Ghost Rider : L'Esprit de Vengeance SND Le teaser,276 210
1935,6 La Dame de fer Pathé Bande-annonce,238 257
1936,7 La Vie d'une autre ARP Sélection Bande-annonce,178 741
1937,10 Dos au mur StudioCanal Bande-annonce,156 939
1938,3 Star Wars : Episode I - La Menace fantôme The Walt Disney Company France Bande-annonce,296 406
1939,4 La Taupe StudioCanal Bande-annonce,277 172
1940,5 Underworld : Nouvelle ère SND Bande-annonce,270 145
1941,6 Zarafa Pathé Bande-annonce,256 052
1942,9 Recherche bad boys désespérément Metropolitan FilmExport Bande-annonce,120 309
1943,1 La Vérité si je mens ! 3 Mars Films Bande-annonce,1 944 022
1944,10 Tucker & Dale fightent le mal Wild Bunch Distribution Bande-annonce,74 571
1945,1 Sherlock Holmes 2 : Jeu d'ombres Warner Bros. France Bande-annonce,981 375
1946,2 The Descendants Twentieth Century Fox France Bande-annonce,286 081
1947,1 Millenium : Les hommes qui n’aimaient pas les femmes Sony Pictures Releasing France Bande-annonce,477 509
1948,4 L'Amour dure trois ans EuropaCorp Distribution Bande-annonce,325 748
1949,5 Et si on vivait tous ensemble? Bac Films Bande-annonce,186 533
1950,7 Ma Première fois Mars Films Bande-annonce,108 071
1951,1 J. Edgar Warner Bros. France Bande-annonce,627 624
1952,3 Parlez-moi de vous Diaphana Distribution Bande-annonce,131 118
1953,7 La Colline aux Coquelicots The Walt Disney Company France Bande-annonce,116 084
1954,9 The Darkest Hour Twentieth Century Fox France Bande-annonce,105 048
1955,2 Le Pacte SND Bande-annonce,253 128
1956,4 Une vie meilleure Mars Films Bande-annonce,249 464
1957,8 Une nuit UGC Distribution Bande-annonce,137 982
1958,2 Alvin et les Chipmunks 3 Twentieth Century Fox France Bande-annonce,798 683
1959,7 Happy New Year Warner Bros. France Bande-annonce,232 819
1960,8 La Délicatesse StudioCanal Bande-annonce,222 101
1961,9 A Dangerous Method Mars Films Bande-annonce,149 627
1962,10 Le Havre Pyramide Distribution Bande-annonce,141 227
1963,2 Mission : Impossible - Protocole fantôme Paramount Pictures France Bande-annonce,827 046
1964,5 Hugo Cabret Metropolitan FilmExport Bande-annonce,371 751
1965,9 Des vents contraires Universal Pictures International France Bande-annonce,140 094
1966,2 Hollywoo StudioCanal Bande-annonce,733 365
1967,7 Happy Feet 2 Warner Bros. France Bande-annonce,168 873
1968,9 Shame MK2 Diffusion Bande-annonce,140 037
1969,2 Le Chat Potté Paramount Pictures France Bande-annonce,1 089 789
1970,6 The Lady EuropaCorp Distribution Bande-annonce,223 314
1971,3 Time Out Twentieth Century Fox France Bande-annonce,441 450
1972,4 Les Immortels Metropolitan FilmExport Bande-annonce,210 005
1973,5 Mission : Noël Les aventures de la famille Noël Sony Pictures Releasing France Bande-annonce,192 853
1974,6 Or Noir Warner Bros. France Bande-annonce,150 639
1975,10 Les Adoptés StudioCanal Bande-annonce,103 502
1976,2 Twilight - Chapitre 4 : Révélation 1ère partie SND Bande-annonce,2 018 771
1977,5 Les Neiges du Kilimandjaro Diaphana Distribution Bande-annonce,182 538
1978,8 L'Ordre et la morale UGC Distribution Bande-annonce,100 867
1979,3 Contagion Warner Bros. France Bande-annonce,394 179
1980,4 Mon pire cauchemar Pathé Bande-annonce,377 935
1981,6 On ne choisit pas sa famille Universal Pictures International France Le teaser,229 167
1982,7 Toutes nos envies Mars Films Bande-annonce,170 745
1983,4 La source des femmes EuropaCorp Distribution Bande-annonce,233 230
1984,7 Forces spéciales StudioCanal Bande-annonce,133 098
1985,1 Les Aventures de Tintin : Le Secret de la Licorne Sony Pictures Releasing France Bande-annonce,3 158 313
1986,7 Les Marches du Pouvoir Metropolitan FilmExport Bande-annonce,282 054
1987,1 Polisse Mars Films Bande-annonce,636 355
1988,5 Paranormal Activity 3 Paramount Pictures France Bande-annonce,387 586
1989,"8 Johnny English, le retour StudioCanal Bande-annonce",184 368
1990,1 The Artist Warner Bros. France Bande-annonce,443 269
1991,2 Un monstre à Paris EuropaCorp Distribution Bande-annonce,330 502
1992,5 Les Trois Mousquetaires UGC Distribution Bande-annonce,220 403
1993,6 Beur sur la ville Paramount Pictures France Bande-annonce,206 238
1994,10 The Thing Universal Pictures International France Bande-annonce,72 905
1995,1 Bienvenue à bord Pathé Bande-annonce,549 947
1996,2 Drive Wild Side Films / Le Pacte Bande-annonce,467 609
1997,6 Dream House Warner Bros. France Bande-annonce,152 900
1998,8 Le Skylab Mars Films Bande-annonce,129 376
1999,2 Identité Secrète Metropolitan FilmExport Bande-annonce,295 438
2000,6 Les hommes libres Pyramide Distribution Bande-annonce,80 217
2001,1 La Nouvelle guerre des boutons Mars Films Bande-annonce,521 424
2002,4 Mais comment font les femmes ? SND Bande-annonce,128 970
2003,5 Shark 3D Metropolitan FilmExport Bande-annonce,113 850
2004,1 La Guerre des Boutons UGC Distribution Bande-annonce,635 321
2005,"2 Crazy, Stupid, Love Warner Bros. France Bande-annonce",226 931
2006,10 Et maintenant on va où ? Pathé Bande-annonce,101 055
2007,1 Sexe entre amis Sony Pictures Releasing France Bande-annonce,233 815
2008,3 Habemus Papam Le Pacte Bande-annonce,195 066
2009,6 Présumé coupable Mars Films Bande-annonce,154 995
2010,1 Destination Finale 5 Warner Bros. France Bande-annonce,497 796
2011,9 R.I.F. (Recherches dans l'Intérêt des Familles) StudioCanal Bande-annonce,126 589
2012,2 Cowboys & envahisseurs Paramount Pictures France Bande-annonce,453 467
2013,5 Tu seras mon fils Universal Pictures International France Bande-annonce,257 093
2014,10 Un jour SND Bande-annonce,130 096
2015,2 Captain America : First Avenger Paramount Pictures France Bande-annonce,444 480
2016,4 Comment tuer son Boss ? Warner Bros. France Bande-annonce,245 150
2017,5 La Piel que Habito Pathé Bande-annonce,210 313
2018,10 Conan Metropolitan FilmExport Bande-annonce,163 409
2019,1 La Planète des singes : les origines Twentieth Century Fox France Bande-annonce,1 321 648
2020,3 Green Lantern Warner Bros. France Bande-annonce,423 226
2021,7 Mes meilleures amies Universal Pictures International France Bande-annonce,222 753
2022,9 Melancholia Les Films du Losange Bande-annonce,116 437
2023,1 Les Schtroumpfs Sony Pictures Releasing France Bande-annonce,866 439
2024,2 Super 8 Paramount Pictures France Bande-annonce,734 715
2025,9 Itinéraire bis Mars Films Bande-annonce,118 278
2026,3 Bad Teacher Sony Pictures Releasing France Bande-annonce,397 304
2027,4 Colombiana EuropaCorp Distribution Bande-annonce,284 215
2028,2 M. Popper et ses pingouins Twentieth Century Fox France Bande-annonce,384 956
2029,7 Dance Battle - Honey 2 Universal Pictures International France Bande-annonce,173 868
2030,9 Les Contes de la nuit StudioCanal Bande-annonce,142 877
2031,10 Cars 2 The Walt Disney Company France Bande-annonce,142 292
2032,1 Harry Potter et les reliques de la mort - partie 2 Warner Bros. France Bande-annonce,3 129 485
2033,9 Le Moine Diaphana Distribution Bande-annonce,101 021
2034,2 Case départ Mars Films Bande-annonce,571 106
2035,6 Il n'est jamais trop tard SND Bande-annonce,237 700
2036,7 Hop Universal Pictures International France Bande-annonce,196 944
2037,8 Switch Pathé Bande-annonce,122 604
2038,9 Sortilège Metropolitan FilmExport Bande-annonce,93 524
2039,1 Transformers 3 - La Face cachée de la Lune Paramount Pictures France Bande-annonce,1 315 020
2040,3 Les Tuche Pathé Bande-annonce,354 177
2041,2 L'Elève Ducobu UGC Distribution Bande-annonce,353 369
2042,3 Omar m'a tuer Mars Films Bande-annonce,225 575
2043,8 Blitz Metropolitan FilmExport Bande-annonce,138 707
2044,1 Kung Fu Panda 2 Universal Pictures International France Bande-annonce,873 345
2045,5 Insidious Wild Bunch Distribution Bande-annonce,193 688
2046,8 L'Affaire Rachel Singer Universal Pictures International France Bande-annonce,88 044
2047,10 Pourquoi Tu Pleures? Le Pacte Bande-annonce,77 089
2048,6 Une Séparation Memento Distribution Bande-annonce,151 217
2049,7 Low Cost Wild Bunch Distribution Bande-annonce,145 549
2050,1 X-Men: Le Commencement Twentieth Century Fox France Bande-annonce,937 704
2051,4 Monsieur Papa Pathé Bande-annonce,225 420
2052,6 Le Chat du Rabbin UGC Distribution Bande-annonce,172 946
2053,2 Very Bad Trip 2 Warner Bros. France Bande-annonce,802 166
2054,7 La Défense Lincoln Metropolitan FilmExport Bande-annonce,111 204
2055,9 Le Complexe du Castor SND Bande-annonce,91 336
2056,1 Pirates des Caraïbes : la Fontaine de Jouvence The Walt Disney Company France Bande-annonce,1 693 713
2057,3 La Conquête Gaumont Distribution Bande-annonce,265 896
2058,6 Le gamin au vélo Diaphana Distribution Bande-annonce,107 763
2059,2 Minuit à Paris Mars Films Bande-annonce,545 601
2060,7 Priest Sony Pictures Releasing France Bande-annonce,146 463
2061,1 Fast and Furious 5 Universal Pictures International France Bande-annonce,1 179 765
2062,3 De l'eau pour les éléphants Twentieth Century Fox France Bande-annonce,289 166
2063,6 L'Aigle de la Neuvième Légion Metropolitan FilmExport Bande-annonce,124 506
2064,1 Thor Paramount Pictures France Bande-annonce,895 181
2065,6 Bon à Tirer (B.A.T.) Warner Bros. France Bande-annonce,186 354
2066,2 La Fille du puisatier Pathé Bande-annonce,468 552
2067,3 Source Code SND Bande-annonce,300 899
2068,5 La Croisière Mars Films Bande-annonce,250 724
2069,7 Le Chaperon Rouge Warner Bros. France Bande-annonce,170 969
2070,9 Detective Dee : Le mystère de la flamme fantôme Wild Side Films / Le Pacte Bande-annonce,113 967
2071,"10 Et soudain, tout le monde me manque UGC Distribution Bande-annonce",106 713
2072,1 Rio Twentieth Century Fox France Bande-annonce,600 878
2073,2 Scream 4 SND Bande-annonce,533 026
2074,5 La Proie StudioCanal Bande-annonce,180 220
2075,6 Mon père est femme de ménage ARP Sélection Bande-annonce,140 666
2076,"1 Titeuf, le film (3D) Pathé Bande-annonce",367 541
2077,2 Numéro quatre The Walt Disney Company France Bande-annonce,259 311
2078,6 Morning Glory Paramount Pictures France Bande-annonce,121 428
2079,10 Pina Les Films du Losange Bande-annonce,67 740
2080,2 Sucker Punch Warner Bros. France Bande-annonce,300 243
2081,3 Tous les soleils UGC Distribution Bande-annonce,188 591
2082,5 Big Mamma : De Père en Fils Twentieth Century Fox France Bande-annonce,167 945
2083,7 Je n'ai rien oublié Studio 37 / Rezo Films Bande-annonce,108 531
2084,9 The Company Men Gaumont Distribution Bande-annonce,89 737
2085,1 Rango Paramount Pictures France Bande-annonce,519 450
2086,2 L'Agence Universal Pictures International France Bande-annonce,294 496
2087,5 Hell Driver Metropolitan FilmExport Bande-annonce,145 778
2088,7 Le Mytho - Just Go With It Sony Pictures Releasing France Bande-annonce,126 302
2089,8 Les Yeux de sa mère Mars Films Bande-annonce,122 339
2090,1 Ma part du gâteau StudioCanal Bande-annonce,530 847
2091,2 World Invasion : Battle Los Angeles Sony Pictures Releasing France Bande-annonce,314 138
2092,1 Le Rite Warner Bros. France Bande-annonce,372 683
2093,5 Le Marquis Pathé Bande-annonce,270 222
2094,6 L'Assaut Mars Films Bande-annonce,248 721
2095,2 Sans identité StudioCanal Bande-annonce,381 577
2096,6 Paul Universal Pictures International France Bande-annonce,301 620
2097,2 True Grit Paramount Pictures France Bande-annonce,605 267
2098,7 Les Voyages de Gulliver Twentieth Century Fox France Bande-annonce,303 203
2099,2 Largo Winch II Wild Bunch Distribution Bande-annonce,587 514
2100,4 Les Femmes du 6e étage SND Bande-annonce,502 481
2101,6 Halal police d'Etat EuropaCorp Distribution Bande-annonce,403 883
2102,7 Sex Friends Paramount Pictures France Bande-annonce,395 113
2103,2 Black Swan Twentieth Century Fox France Bande-annonce,714 315
2104,5 Animaux et Cie Metropolitan FilmExport Bande-annonce,218 189
2105,8 Yogi l'ours Warner Bros. France Bande-annonce,76 886
2106,2 Le Discours d'un roi Wild Bunch Distribution Bande-annonce,494 161
2107,10 Tron l'héritage The Walt Disney Company France Bande-annonce,46 838
2108,2 Les Chemins de la liberté Metropolitan FilmExport Bande-annonce,391 619
2109,3 Rien à déclarer Pathé Bande-annonce,309 317
2110,9 Comment savoir Sony Pictures Releasing France Bande-annonce,75 105
2111,10 Angèle et Tony Pyramide Distribution Bande-annonce,73 579
2112,1 Au-delà Warner Bros. France Bande-annonce,776 428
2113,1 Le Dernier des Templiers Metropolitan FilmExport Bande-annonce,368 501
2114,3 The Green Hornet Sony Pictures Releasing France Bande-annonce,276 619
2115,1 La Chance de ma vie Mars Films Bande-annonce,382 283
2116,2 Somewhere Pathé Bande-annonce,233 005
2117,"7 Love, et autres drogues Twentieth Century Fox France Bande-annonce",277 687
2118,4 Mon beau-père et nous Paramount Pictures France Bande-annonce,450 927
2119,6 Les Emotifs anonymes StudioCanal Bande-annonce,321 969
2120,9 Another Year Diaphana Distribution Bande-annonce,103 494
2121,4 Megamind Paramount Pictures France Bande-annonce,375 221
2122,5 The Tourist StudioCanal Bande-annonce,316 258
2123,6 Un balcon sur la mer EuropaCorp Distribution Bande-annonce,287 247
2124,10 Skyline SND Bande-annonce,125 200
2125,1 Le Monde de Narnia : L'Odyssée du Passeur d'aurore Twentieth Century Fox France Bande-annonce,706 165
2126,4 De vrais mensonges Pathé Bande-annonce,240 103
2127,6 Bébé mode d'emploi Warner Bros. France Bande-annonce,146 971
2128,9 Les Trois prochains jours Metropolitan FilmExport Bande-annonce,107 543
2129,3 A bout portant Gaumont Distribution Bande-annonce,302 664
2130,8 Mon pote Mars Films Bande-annonce,103 987
2131,9 Machete Sony Pictures Releasing France Bande-annonce,100 994
2132,1 Harry Potter et les reliques de la mort - partie 1 Warner Bros. France Bande-annonce,2 537 450
2133,5 Le Nom des gens UGC Distribution Bande-annonce,195 141
2134,6 Mords-moi sans hésitation Twentieth Century Fox France Bande-annonce,124 317
2135,10 Takers Sony Pictures Releasing France Bande-annonce,66 734
2136,2 Red SND Bande-annonce,389 852
2137,9 No et moi Diaphana Distribution Bande-annonce,103 608
2138,1 Potiche Mars Films Bande-annonce,875 112
2139,3 Date limite Warner Bros. France Bande-annonce,418 659
2140,4 Unstoppable Twentieth Century Fox France Bande-annonce,349 758
2141,5 Saw 3D Metropolitan FilmExport Bande-annonce,337 425
2142,2 L'Homme qui voulait vivre sa vie EuropaCorp Distribution Bande-annonce,454 568
2143,3 La Princesse de Montpensier Tamasa Distribution Bande-annonce,290 136
2144,6 Jackass 3D Paramount Pictures France Bande-annonce,192 469
2145,8 Buried Rezo Films Bande-annonce,139 252
2146,4 Il reste du jambon ? Gaumont Distribution Bande-annonce,408 490
2147,5 Le Royaume de Ga'Hoole - la légende des gardiens Warner Bros. France Bande-annonce,324 593
2148,6 Very Bad Cops Sony Pictures Releasing France Bande-annonce,319 447
2149,7 The American Mars Films Bande-annonce,308 290
2150,1 Les petits mouchoirs EuropaCorp Distribution Bande-annonce,1 369 812
2151,5 Paranormal Activity 2 Paramount Pictures France Bande-annonce,377 068
2152,8 Alpha & Omega - 3D Metropolitan FilmExport Bande-annonce,157 415
2153,10 Biutiful ARP Sélection Bande-annonce,120 923
2154,1 Arthur 3 La Guerre des Deux Mondes EuropaCorp Distribution Bande-annonce,750 950
2155,2 The Social Network Sony Pictures Releasing France Bande-annonce,484 432
2156,5 Elle s'appelait Sarah UGC Distribution Bande-annonce,255 461
2157,"1 Moi, moche et méchant Universal Pictures International France Bande-annonce",624 640
2158,2 Vous allez rencontrer un bel et sombre inconnu Warner Bros. France Bande-annonce,337 498
2159,9 Laisse-moi entrer Metropolitan FilmExport Bande-annonce,64 832
2160,2 Wall Street : l'argent ne dort jamais Twentieth Century Fox France Bande-annonce,292 351
2161,"6 AO, le dernier Néandertal UGC Distribution Bande-annonce",134 591
2162,7 Trop loin pour toi Warner Bros. France Bande-annonce,125 234
2163,10 Les Amours Imaginaires MK2 Diffusion Bande-annonce,60 964
2164,2 Resident Evil : Afterlife 3D Metropolitan FilmExport Bande-annonce,404 807
2165,"3 Mange, prie, aime Sony Pictures Releasing France Bande-annonce",288 645
2166,5 Hors-la-loi StudioCanal Bande-annonce,195 242
2167,2 The Town Warner Bros. France Bande-annonce,320 144
2168,3 Le Dernier exorcisme StudioCanal Bande-annonce,150 181
2169,5 Ces amours-là Rezo Films Bande-annonce,131 364
2170,1 Des hommes et des dieux Mars Films Bande-annonce,467 950
2171,7 Copains pour toujours Sony Pictures Releasing France Bande-annonce,106 408
2172,2 Piranha 3D Wild Bunch Distribution Bande-annonce,260 168
2173,1 Salt Sony Pictures Releasing France Bande-annonce,672 870
2174,5 Le Bruit des glaçons Wild Bunch Distribution Bande-annonce,285 810
2175,1 Expendables : unité spéciale Metropolitan FilmExport Bande-annonce,773 121
2176,2 Karaté Kid Sony Pictures Releasing France Bande-annonce,537 271
2177,4 Sexy Dance 3 The Battle Universal Pictures International France Bande-annonce,355 666
2178,8 Crime d'amour UGC Distribution Bande-annonce,176 475
2179,10 Marmaduke Twentieth Century Fox France Bande-annonce,83 696
2180,1 L'Apprenti Sorcier The Walt Disney Company France Bande-annonce,738 442
2181,3 Le Voyage extraordinaire de Samy StudioCanal Bande-annonce,453 251
2182,8 L'Arbre Le Pacte Bande-annonce,122 440
2183,6 Comme chiens et chats - La Revanche de Kitty Galore Warner Bros. France Bande-annonce,178 908
2184,10 Insoupçonnable StudioCanal Bande-annonce,80 608
2185,2 Night and Day Twentieth Century Fox France Bande-annonce,664 322
2186,7 L'Age de raison Mars Films Bande-annonce,204 114
2187,9 Phénomènes Paranormaux Metropolitan FilmExport Bande-annonce,90 911
2188,1 Inception Warner Bros. France Bande-annonce,1 305 534
2189,8 La Forêt contre-attaque SND Bande-annonce,72 392
2190,1 Toy Story 3 The Walt Disney Company France Bande-annonce,1 276 905
2191,4 L'Italien Pathé Bande-annonce,358 409
2192,5 Predators Twentieth Century Fox France Bande-annonce,325 659
2193,6 Tamara Drewe Diaphana Distribution Bande-annonce,156 443
2194,1 Twilight - Chapitre 3 : hésitation SND Bande-annonce,2 001 000
2195,7 Copacabana Mars Films Bande-annonce,85 719
2196,8 Petits meurtres à l'Anglaise Rezo Films Bande-annonce,71 186
2197,"1 Shrek 4, il était une fin Paramount Pictures France Bande-annonce",1 722 859
2198,5 Tournée Le Pacte Bande-annonce,172 154
2199,6 Splice Gaumont Distribution Bande-annonce,137 963
2200,7 Millénium 2 - La Fille qui rêvait d'un bidon d'essence et d'une allumette UGC Distribution Bande-annonce,115 493
2201,1 Kiss & Kill Metropolitan FilmExport Bande-annonce,289 852
2202,6 Top Cops Warner Bros. France Bande-annonce,111 144
2203,8 Les Petits ruisseaux Ad Vitam Bande-annonce,85 984
2204,10 Dog Pound Mars Films Bande-annonce,82 872
2205,2 Fatal Universal Pictures International France Bande-annonce,376 835
2206,7 Bébés StudioCanal Bande-annonce,93 296
2207,4 Les Meilleurs amis du Monde Gaumont Distribution Bande-annonce,218 206
2208,6 Hatchi Metropolitan FilmExport Bande-annonce,95 198
2209,7 The Crazies SND Bande-annonce,93 876
2210,10 When You're Strange MK2 Diffusion Bande-annonce,55 099
2211,1 Sex and the City 2 Warner Bros. France Bande-annonce,584 359
2212,3 La Tête en friche StudioCanal Bande-annonce,335 335
2213,1 Prince of Persia : les sables du temps The Walt Disney Company France Bande-annonce,815 255
2214,10 Infectés Metropolitan FilmExport Bande-annonce,56 944
2215,2 StreetDance 3D Metropolitan FilmExport Bande-annonce,209 396
2216,3 Le Plan B Sony Pictures Releasing France Bande-annonce,196 238
2217,9 Copie conforme MK2 Diffusion Le teaser,70 876
2218,1 Robin des Bois Universal Pictures International France Bande-annonce,1 185 144
2219,5 Freddy - Les Griffes de la nuit Warner Bros. France Bande-annonce,292 939
2220,6 Crazy Night Twentieth Century Fox France Bande-annonce,254 856
2221,3 L'Amour c'est mieux à deux StudioCanal Bande-annonce,352 354
2222,4 Imogène McCarthery UGC Distribution Bande-annonce,250 700
2223,5 L'Elite de Brooklyn Metropolitan FilmExport Bande-annonce,192 641
2224,1 Iron Man 2 Paramount Pictures France Bande-annonce,1 216 314
2225,4 Comme les 5 doigts de la main ARP Sélection Bande-annonce,230 290
2226,1 Camping 2 Pathé Bande-annonce,1 357 109
2227,3 Kick-Ass Metropolitan FilmExport Bande-annonce,291 506
2228,7 Mammuth Ad Vitam Bande-annonce,200 405
2229,1 Adèle Blanc-Sec EuropaCorp Distribution Bande-annonce,642 629
2230,5 Green Zone StudioCanal Bande-annonce,345 040
2231,8 Le Chasseur de primes Sony Pictures Releasing France Bande-annonce,149 251
2232,1 Le Choc des Titans Warner Bros. France Bande-annonce,955 263
2233,5 Remember Me SND Bande-annonce,219 694
2234,2 Dragons Paramount Pictures France Bande-annonce,674 114
2235,7 Les Invités de mon père UGC Distribution Bande-annonce,303 708
2236,8 Nanny McPhee et le Big Bang StudioCanal Bande-annonce,191 170
2237,10 Tête de Turc Warner Bros. France Bande-annonce,145 375
2238,1 Alice au Pays des Merveilles The Walt Disney Company France Bande-annonce,1 599 583
2239,3 L'Immortel EuropaCorp Distribution Bande-annonce,475 510
2240,5 Tout ce qui brille Pathé Bande-annonce,386 771
2241,8 Légion - L'Armée des anges Sony Pictures Releasing France Bande-annonce,87 715
2242,9 White Material Wild Bunch Distribution Bande-annonce,56 528
2243,1 L'Arnacoeur Universal Pictures International France Bande-annonce,1 167 598
2244,5 Bad Lieutenant : Escale à la Nouvelle-Orléans Metropolitan FilmExport Bande-annonce,199 231
2245,10 Blanc comme neige MK2 Diffusion Bande-annonce,101 499
2246,4 Pièce montée Diaphana Films Bande-annonce,201 213
2247,5 Les Chèvres du Pentagone Sony Pictures Releasing France Bande-annonce,165 394
2248,2 The Ghost Writer Pathé Bande-annonce,323 969
2249,3 Nine SND Bande-annonce,214 280
2250,"10 Thelma, Louise et Chantal La Fabrique 2 Bande-annonce",121 039
2251,1 Shutter Island Paramount Pictures France Bande-annonce,1 073 540
2252,10 Coursier EuropaCorp Distribution Bande-annonce,146 264
2253,2 Valentine's Day Warner Bros. France Bande-annonce,635 278
2254,3 Le Mac ARP Sélection Bande-annonce,600 647
2255,9 Hors de contrôle Metropolitan FilmExport Bande-annonce,209 517
2256,10 From Paris With Love EuropaCorp Distribution Bande-annonce,201 554
2257,4 Percy Jackson : le voleur de foudre Twentieth Century Fox France Bande-annonce,479 413
2258,8 Wolfman Universal Pictures International France Bande-annonce,214 497
2259,9 I Love You Phillip Morris EuropaCorp Distribution Bande-annonce,180 264
2260,10 Lovely Bones Paramount Pictures France Bande-annonce,176 065
2261,1 Sherlock Holmes Warner Bros. France Bande-annonce,780 449
2262,6 Protéger et servir Pathé Bande-annonce,229 506
2263,7 Planète 51 UGC Distribution Bande-annonce,225 318
2264,10 Brothers Wild Bunch Distribution Bande-annonce,151 186
